name	description	inchi	inchi_key
"8-Chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo[b,e][1,4]diazepine
5H-Dibenzo[b,e][1,4]diazepine, 8-chloro-11-(4-methyl-1-piperazinyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3
"	QZUDBNBUXVUHMW-UHFFFAOYSA-N
"Methyl (5Z)-5-[ethoxy(hydroxy)methylene]-2,6-dimethyl-4-(3-nitrophenyl)-4,5-dihydro-3-pyridinecarboxylate
3-Pyridinecarboxylic acid, 5-(ethoxyhydroxymethylene)-4,5-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, methyl ester, (5Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C18H20N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-7-6-8-13(9-12)20(23)24/h6-9,16,22H,5H2,1-4H3/b18-15+
"	OYFHPBSUARUOQE-OBGWFSINSA-N
"Benzoic acid, 2-(1,4-dihydro-3,5-dihydroxy-1,4-dioxo-2-naphthalenyl)-3-methoxy-5-methyl-
2-(3,5-Dihydroxy-1,4-dioxo-1,4-dihydro-2-naphthalenyl)-3-methoxy-5-methylbenzoic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H14O7/c1-8-6-10(19(24)25)14(12(7-8)26-2)15-16(21)9-4-3-5-11(20)13(9)17(22)18(15)23/h3-7,20,23H,1-2H3,(H,24,25)
"	PBKZJIMGHNPKBJ-UHFFFAOYSA-N
"2-Hydroxy-3-(3-oxo-1-phenylbutyl)-4H-chromen-4-one
4H-1-Benzopyran-4-one, 2-hydroxy-3-(3-oxo-1-phenylbutyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,22H,11H2,1H3
"	QTXVAVXCBMYBJW-UHFFFAOYSA-N
"(1r,3R,5r,7S)-10-Oxo-8-azatricyclo[5.3.1.0~3,8~]undec-5-yl 1H-indole-3-carboxylate
1H-Indole-3-carboxylic acid, (6R,9aS)-octahydro-3-oxo-2,6-methano-2H-quinolizin-8-yl ester
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H20N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,20H,5-8,10H2/t11-,12+,13-,14-
"	UKTAZPQNNNJVKR-YXSUXZIUSA-N
"Isopropyl (5Z)-4-(2,1,3-benzoxadiazol-4-yl)-5-[hydroxy(methoxy)methylene]-2,6-dimethyl-4,5-dihydro-3-pyridinecarboxylate
3-Pyridinecarboxylic acid, 4-(2,1,3-benzoxadiazol-4-yl)-4,5-dihydro-5-(hydroxymethoxymethylene)-2,6-dimethyl-, 1-methylethyl ester, (5Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,23H,1-5H3/b18-14+
"	MSKAFRMBWXTPHY-NBVRZTHBSA-N
"N-[(trans-4-Isopropylcyclohexyl)carbonyl]-D-phenylalanine
D-Phenylalanine, N-[[trans-4-(1-methylethyl)cyclohexyl]carbonyl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1
"	OELFLUMRDSZNSF-BRWVUGGUSA-N
"(1R,4R,5S)-1-[(1R)-2-Cyclohexen-1-ylmethyl]-4-hexyl-5-methyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione
6-Oxa-2-azabicyclo[3.2.0]heptane-3,7-dione, 1-[(1R)-2-cyclohexen-1-ylmethyl]-4-hexyl-5-methyl-, (1R,4R,5S)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H29NO3/c1-3-4-5-9-12-15-16(21)20-19(17(22)23-18(15,19)2)13-14-10-7-6-8-11-14/h7,10,14-15H,3-6,8-9,11-13H2,1-2H3,(H,20,21)
"	HRIJMKFCVROBTA-UHFFFAOYSA-N
"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl myristate
Tetradecanoic acid, (1R)-2-[[(2-aminoethoxy)hydroxyphosphinyl]oxy]-1-(hydroxymethyl)ethyl ester
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C19H40NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-19(22)27-18(16-21)17-26-28(23,24)25-15-14-20/h18,21H,2-17,20H2,1H3,(H,23,24)
"	DDUZNLUWXLYPCP-UHFFFAOYSA-N
"7-Hydroxy-8,12-dihydro-1H-indolo[2,3-a]pyrrolo[3,4-c]carbazole-1,3,10(2H,9H)-trione
1H-Indolo[2,3-a]pyrrolo[3,4-c]carbazole-1,3,10(2H,9H)-trione, 8,12-dihydro-7-hydroxy-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H11N3O4/c24-7-1-2-9-12(4-7)22-19-15(9)16-11(6-21-20(16)27)14-10-3-8(25)5-13(26)17(10)23-18(14)19/h3-4,6,22,27H,1-2,5H2
"	ZQKDDOSHDQJUAO-UHFFFAOYSA-N
"4-[4-(4-Fluorophenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]phenol
Phenol, 4-[5-(4-fluorophenyl)-4-(4-pyridinyl)-1H-imidazol-2-yl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H14FN3O/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(25)8-4-15/h1-12,25H,(H,23,24)
"	QHKYPYXTTXKZST-UHFFFAOYSA-N
"1H-Pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione, 4-ethyl-4,10-dihydroxy-, (4S)-
(4S)-4-Ethyl-4,10-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H16N2O5/c1-2-20(26)13-7-15-17-10(6-11-14(21-17)4-3-5-16(11)23)8-22(15)18(24)12(13)9-27-19(20)25/h3-7,23,26H,2,8-9H2,1H3/t20-/m0/s1
"	LCZZWLIDINBPRC-FQEVSTJZSA-N
"(6aR,10Z,11aS,11bR)-10-(1-Hydroxyethylidene)-7,7-dimethyl-6a,7,11a,11b-tetrahydro-6H-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indole-9,11(2H,10H)-dione
6H-Pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indole-9,11(2H,10H)-dione, 6a,7,11a,11b-tetrahydro-10-(1-hydroxyethylidene)-7,7-dimethyl-, (6aR,10Z,11aS,11bR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H20N2O3/c1-9(23)14-18(24)17-16-11-8-21-13-6-4-5-10(15(11)13)7-12(16)20(2,3)22(17)19(14)25/h4-6,8,12,16-17,21,23H,7H2,1-3H3/b14-9-/t12-,16+,17+/m1/s1
"	CNZIQHGDUXRUJS-PTNHGACKSA-N
"trans-4-[({[(4-Methyl-2-oxo-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H23NO6/c1-12-8-19(23)27-17-9-15(6-7-16(12)17)26-11-18(22)21-10-13-2-4-14(5-3-13)20(24)25/h6-9,13-14H,2-5,10-11H2,1H3,(H,21,22)(H,24,25)/t13-,14-
"	YLCKQNHDIIGLSU-HDJSIYSDSA-N
"trans-4-[({2-[(2-Oxo-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[1-oxo-2-[(2-oxo-2H-1-benzopyran-7-yl)oxy]propyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H23NO6/c1-12(19(23)21-11-13-2-4-15(5-3-13)20(24)25)26-16-8-6-14-7-9-18(22)27-17(14)10-16/h6-10,12-13,15H,2-5,11H2,1H3,(H,21,23)(H,24,25)/t12?,13-,15-
"	SCMRAVQXCAHESR-ITGFMWSFSA-N
"3-Pyridinecarboxylic acid, 6-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-5-(ethoxyhydroxymethylene)-4,5-dihydro-2-methyl-, methyl ester, (5Z)-
Methyl (5Z)-6-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-5-[ethoxy(hydroxy)methylene]-2-methyl-4,5-dihydro-3-pyridinecarboxylate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H25ClN2O5/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21/h5-8,17,25H,4,9-11,22H2,1-3H3/b20-18+
"	VNTNQZVUQJROCO-CZIZESTLSA-N
"Methyl (2E,4R,5S,6E)-7-(2'-isopropyl-2,4'-bi-1,3-thiazol-4-yl)-3,5-dimethoxy-4-methyl-2,6-heptadienoate
2,6-Heptadienoic acid, 3,5-dimethoxy-4-methyl-7-[2'-(1-methylethyl)[2,4'-bithiazol]-4-yl]-, methyl ester, (2E,4R,5S,6E)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H26N2O4S2/c1-12(2)19-22-15(11-28-19)20-21-14(10-27-20)7-8-16(24-4)13(3)17(25-5)9-18(23)26-6/h7-13,16H,1-6H3
"	LRTJMINIVSPVMX-UHFFFAOYSA-N
"trans-N-(1,3-Benzodioxol-5-yl)-4-[(L-methionylamino)methyl]cyclohexanecarboxamide
Cyclohexanecarboxamide, 4-[[[(2S)-2-amino-4-(methylthio)-1-oxobutyl]amino]methyl]-N-1,3-benzodioxol-5-yl-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C20H29N3O4S/c1-28-9-8-16(21)20(25)22-11-13-2-4-14(5-3-13)19(24)23-15-6-7-17-18(10-15)27-12-26-17/h6-7,10,13-14,16H,2-5,8-9,11-12,21H2,1H3,(H,22,25)(H,23,24)/t13-,14-,16-/m0/s1
"	WNZLJUQGEOKOJG-DZKIICNBSA-N
"4-[3,5-Bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]benzoic acid
Benzoic acid, 4-[3,5-bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H15N3O4/c25-17-7-3-1-5-15(17)19-22-20(16-6-2-4-8-18(16)26)24(23-19)14-11-9-13(10-12-14)21(27)28/h1-12,25-26H,(H,27,28)
"	BOFQWVMAQOTZIW-UHFFFAOYSA-N
"5,7-Dihydroxy-2-(4-hydroxyphenyl)-3-chromeniumyl beta-D-glucopyranoside
beta-D-Glucopyranoside, 5,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium-3-yl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O10/c22-8-16-17(26)18(27)19(28)21(31-16)30-15-7-12-13(25)5-11(24)6-14(12)29-20(15)9-1-3-10(23)4-2-9/h1-7,16-19,21-22,26-28H,8H2,(H2-,23,24,25)/t16-,17-,18+,19-,21-/m1/s1
"	ABVCUBUIXWJYSE-GQUPQBGVSA-N
"2-(3,4-Dihydroxyphenyl)-7-hydroxy-5-chromeniumyl beta-D-glucopyranoside
beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-7-hydroxy-1-benzopyrylium-5-yl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O10/c22-8-17-18(26)19(27)20(28)21(31-17)30-16-7-10(23)6-15-11(16)2-4-14(29-15)9-1-3-12(24)13(25)5-9/h1-7,17-22,26-28H,8H2,(H2-,23,24,25)/t17-,18-,19+,20-,21-/m1/s1
"	RXQNESSHTIRLBK-YMQHIKHWSA-N
"3(2H)-Benzofuranone, 2-[(3,4-dihydroxyphenyl)methylene]-6-(beta-D-glucopyranosyloxy)-4-hydroxy-, (2Z)-
(2Z)-2-(3,4-Dihydroxybenzylidene)-4-hydroxy-3-oxo-2,3-dihydro-1-benzofuran-6-yl beta-D-glucopyranoside
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O11/c22-7-15-18(27)19(28)20(29)21(32-15)30-9-5-12(25)16-13(6-9)31-14(17(16)26)4-8-1-2-10(23)11(24)3-8/h1-6,15,18-25,27-29H,7H2
"	AMJCTDBATIKENQ-UHFFFAOYSA-N
"beta-D-Glucopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl, inner salt
2-(3,4-Dihydroxyphenyl)-3-(beta-D-glucopyranosyloxy)-7-hydroxy-5-chromeniumolate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/t16-,17-,18+,19-,21-/m1/s1
"	RKWHWFONKJEUEF-GQUPQBGVSA-N
"beta-D-Galactopyranoside, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1-benzopyrylium-3-yl, inner salt
2-(3,4-Dihydroxyphenyl)-3-(beta-D-galactopyranosyloxy)-7-hydroxy-5-chromeniumolate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26)/t16-,17+,18+,19-,21-/m1/s1
"	RKWHWFONKJEUEF-WVXKDWSHSA-N
"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl beta-D-glucofuranoside
4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O12/c22-6-12(27)19-16(29)17(30)21(32-19)33-20-15(28)14-11(26)4-8(23)5-13(14)31-18(20)7-1-2-9(24)10(25)3-7/h1-5,12,16-17,19,21-27,29-30H,6H2
"	OPJZLUXFQFQYAI-UHFFFAOYSA-N
"5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)-3-chromeniumyl beta-D-glucopyranoside
beta-D-Glucopyranoside, 5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-1-benzopyrylium-3-yl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O12/c22-6-15-17(28)18(29)19(30)21(33-15)32-14-5-9-10(24)3-8(23)4-13(9)31-20(14)7-1-11(25)16(27)12(26)2-7/h1-5,15,17-19,21-22,28-30H,6H2,(H4-,23,24,25,26,27)/t15-,17-,18+,19-,21-/m1/s1
"	XENHPQQLDPAYIJ-PEVLUNPASA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H20O9/c22-9-17-18(25)19(26)20(27)21(30-17)29-16-8-12(24)7-15-13(16)5-6-14(28-15)10-1-3-11(23)4-2-10/h1-8,17-22,25-27H,9H2,(H-,23,24)/t17-,18-,19+,20-,21-/m1/s1
"	SRKBASTXQAAMHZ-YMQHIKHWSA-N
"trans-4-[({2-[(6-Chloro-4-methyl-2-oxo-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(6-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H24ClNO6/c1-11-7-19(24)29-17-9-18(16(22)8-15(11)17)28-12(2)20(25)23-10-13-3-5-14(6-4-13)21(26)27/h7-9,12-14H,3-6,10H2,1-2H3,(H,23,25)(H,26,27)/t12?,13-,14-
"	BFYMPCVNAMZPLB-KAOCOCSGSA-N
"Cyclohexanecarboxylic acid, 4-[[[2-[(4,7-dimethyl-2-oxo-2H-1-benzopyran-5-yl)oxy]acetyl]amino]methyl]-, trans-
trans-4-[({[(4,7-Dimethyl-2-oxo-2H-chromen-5-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H25NO6/c1-12-7-16(20-13(2)9-19(24)28-17(20)8-12)27-11-18(23)22-10-14-3-5-15(6-4-14)21(25)26/h7-9,14-15H,3-6,10-11H2,1-2H3,(H,22,23)(H,25,26)/t14-,15-
"	WKVKJOYONAXNFU-SHTZXODSSA-N
"trans-4-[({2-[(4-Methyl-2-oxo-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H25NO6/c1-12-9-19(23)28-18-10-16(7-8-17(12)18)27-13(2)20(24)22-11-14-3-5-15(6-4-14)21(25)26/h7-10,13-15H,3-6,11H2,1-2H3,(H,22,24)(H,25,26)/t13?,14-,15-
"	GCWSGQPKIODBTC-NJIVVBIYSA-N
"Cyclohexanecarboxylic acid, 4-[[[2-[(4,8-dimethyl-2-oxo-2H-1-benzopyran-7-yl)oxy]acetyl]amino]methyl]-, trans-
trans-4-[({[(4,8-Dimethyl-2-oxo-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H25NO6/c1-12-9-19(24)28-20-13(2)17(8-7-16(12)20)27-11-18(23)22-10-14-3-5-15(6-4-14)21(25)26/h7-9,14-15H,3-6,10-11H2,1-2H3,(H,22,23)(H,25,26)/t14-,15-
"	IYECSNOPLWSURQ-SHTZXODSSA-N
"trans-4-[({[(4-Ethyl-2-oxo-2H-chromen-7-yl)oxy]acetyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(4-ethyl-2-oxo-2H-1-benzopyran-7-yl)oxy]acetyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H25NO6/c1-2-14-9-20(24)28-18-10-16(7-8-17(14)18)27-12-19(23)22-11-13-3-5-15(6-4-13)21(25)26/h7-10,13,15H,2-6,11-12H2,1H3,(H,22,23)(H,25,26)/t13-,15-
"	VAINHEDGSJOOKU-CTYIDZIISA-N
"Isopropyl (5Z)-5-[hydroxy(2-methoxyethoxy)methylene]-2,6-dimethyl-4-(3-nitrophenyl)-4,5-dihydro-3-pyridinecarboxylate
3-Pyridinecarboxylic acid, 4,5-dihydro-5-[hydroxy(2-methoxyethoxy)methylene]-2,6-dimethyl-4-(3-nitrophenyl)-, 1-methylethyl ester, (5Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H26N2O7/c1-12(2)30-21(25)18-14(4)22-13(3)17(20(24)29-10-9-28-5)19(18)15-7-6-8-16(11-15)23(26)27/h6-8,11-12,19,24H,9-10H2,1-5H3/b20-17+
"	FXLASALIDJKUIQ-LVZFUZTISA-N
"2,5-Cyclohexadiene-1,4-dione, 5-amino-3-[[(1R,2S,4aS,8aS)-decahydro-1,2,4a-trimethyl-5-methylene-1-naphthalenyl]methyl]-2-hydroxy-
5-Amino-2-hydroxy-3-{[(1R,2S,4aS,8aS)-1,2,4a-trimethyl-5-methylenedecahydro-1-naphthalenyl]methyl}-1,4-benzoquinone
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H29NO3/c1-12-6-5-7-17-20(12,3)9-8-13(2)21(17,4)11-14-18(24)15(22)10-16(23)19(14)25/h10,13,17,25H,1,5-9,11,22H2,2-4H3/t13-,17+,20+,21+/m0/s1
"	LTNUWWZNTOSEML-NUATZEMDSA-N
"2,5-Cyclohexadien-1-one, 3,4,5-trihydroxy-2,4-bis(3-methyl-2-buten-1-yl)-6-(3-methyl-1-oxobutyl)-, (4R)-
(4R)-3,4,5-Trihydroxy-2-(3-methylbutanoyl)-4,6-bis(3-methyl-2-buten-1-yl)-2,5-cyclohexadien-1-one
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C21H30O5/c1-12(2)7-8-15-18(23)17(16(22)11-14(5)6)20(25)21(26,19(15)24)10-9-13(3)4/h7,9,14,24-26H,8,10-11H2,1-6H3/t21-/m1/s1
"	RMFGNMMNUZWCRZ-OAQYLSRUSA-N
"Cyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1,11-dione, 8-(2-amino-3,6-dihydro-6-oxo-7H-purin-7-yl)-2,3,6a,8,9,9a-hexahydro-9-hydroxy-4-methoxy-
8-(2-Amino-6-oxo-3,6-dihydro-7H-purin-7-yl)-9-hydroxy-4-methoxy-2,3,6a,8,9,9a-hexahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromene-1,11-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H17N5O8/c1-32-8-4-9-12(16-11(8)6-2-3-7(28)10(6)20(31)34-16)13-15(29)19(35-21(13)33-9)27-5-24-17-14(27)18(30)26-22(23)25-17/h4-5,13,15,19,21,29H,2-3H2,1H3,(H3,23,25,26,30)
"	XIOUDSNTNJNQQG-UHFFFAOYSA-N
"Spiro[furan-2(5H),9'-[9H]imidazo[1,2-a]indole]-3',5(2'H)-dione, 1',3,4,9'a-tetrahydro-1'-hydroxy-2'-methyl-4-(4-oxo-3(4H)-quinazolinyl)-
1'-Hydroxy-2'-methyl-4-(4-oxo-3(4H)-quinazolinyl)-1',9a'-dihydro-3H-spiro[furan-2,9'-imidazo[1,2-a]indole]-3',5(2'H,4H)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H18N4O5/c1-12-18(27)25-16-9-5-3-7-14(16)22(21(25)26(12)30)10-17(20(29)31-22)24-11-23-15-8-4-2-6-13(15)19(24)28/h2-9,11-12,17,21,30H,10H2,1H3
"	LSEZQEFBFFRCNW-UHFFFAOYSA-N
"1,4-Naphthalenedione, 2-[trans-4-(4-chlorophenyl)cyclohexyl]-3-hydroxy-
2-[trans-4-(4-Chlorophenyl)cyclohexyl]-3-hydroxy-1,4-naphthoquinone
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H19ClO3/c23-16-11-9-14(10-12-16)13-5-7-15(8-6-13)19-20(24)17-3-1-2-4-18(17)21(25)22(19)26/h1-4,9-13,15,26H,5-8H2/t13-,15-
"	KUCQYCKVKVOKAY-CTYIDZIISA-N
"4-(Dimethylamino)-1,5,6,10,12,12a-hexahydroxy-6-methyl-3,11-dioxo-3,4,4a,5,5a,6,11,12a-octahydro-2-tetracenecarboxamide
2-Naphthacenecarboxamide, 4-(dimethylamino)-3,4,4a,5,5a,6,11,12a-octahydro-1,5,6,10,12,12a-hexahydroxy-6-methyl-3,11-dioxo-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,28-30,32-33H,1-3H3,(H2,23,31)
"	KTUXFHGUHYRDNF-UHFFFAOYSA-N
"trans-4-[({2-[(6-Chloro-4-ethyl-2-oxo-2H-chromen-7-yl)oxy]propanoyl}amino)methyl]cyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 4-[[[2-[(6-chloro-4-ethyl-2-oxo-2H-1-benzopyran-7-yl)oxy]-1-oxopropyl]amino]methyl]-, trans-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H26ClNO6/c1-3-14-8-20(25)30-18-10-19(17(23)9-16(14)18)29-12(2)21(26)24-11-13-4-6-15(7-5-13)22(27)28/h8-10,12-13,15H,3-7,11H2,1-2H3,(H,24,26)(H,27,28)/t12?,13-,15-
"	PRJMUHABANULGT-ITGFMWSFSA-N
"(1S,9S,11S,19Z,22R)-9,11-Dihydroxy-22-methyl-6,23-dioxa-26-thia-2,17,27-triazatricyclo[17.5.2.1~4,7~]heptacosa-4,7(27),12,14,19-pentaene-3,18,24-trione
6,23-Dioxa-26-thia-2,17,27-triazatricyclo[17.5.2.1~4,7~]heptacosa-4,7(27),12,14,19-pentaene-3,18,24-trione, 9,11-dihydroxy-22-methyl-, (1S,9S,11S,19Z,22R)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/	"InChI=1S/C22H27N3O7S/c1-13-6-7-18-21(29)23-8-4-2-3-5-14(26)9-15(27)10-19-24-16(11-31-19)20(28)25-17(12-33-18)22(30)32-13/h2-5,7,11,13-15,17,26-27H,6,8-10,12H2,1H3,(H,23,29)(H,25,28)
"	UXWOXTQWVMFRSE-UHFFFAOYSA-N
